Max_achat;Date;CODE;  desc;Nom du demandeur;Resposable;Type;Description;fournisseur;Quantité; P.U ;Montant;service;Agence;observation;FA N°;Colonne1
45786CONS0012;09/05/2025;CONS0012;Rouleaux Thermiques GAB journal;SUZY;NONLA;Consommable;0;Top Roll;50;6 000,00;300 000,00;DAMG;Siège;Achat de rouleaux thermique GAB;0085/top roll/2025;
45786CONS0013;09/05/2025;CONS0013;Rouleaux Thermiques GAB client;SUZY;NONLA;Consommable;0;Top Roll;10;45 600,00;456 000,00;DAMG;Siège;Achat de rouleaux thermique GAB;0085/top roll/2025;
45786DIV004;09/05/2025;DIV004;Goodies VIP;CATHY;CATHY;divers;0;Sambika Sarlu;1;750 000,00;750 000,00;DMC;Siège;Achat goodies CEO Forum;SAMB-25/119;
45786DIV004;09/05/2025;DIV004;Goodies VIP;CATHY;CATHY;divers;0;Mangoose Madagascar;1;500 000,00;500 000,00;DMC;Siège;Achat de goodies CEO Forum;FAC/2025/0205;
45786IMP0002;09/05/2025;IMP0002;Carte de visite;SUZY;NONLA;Travaux d'impressions et publicité;0;Miha Design Agency;100;500;50 000,00;DAMG;Siège;Impression carte de visite DG Gervais ;174/2025/MDA;
45786DIV0013;09/05/2025;DIV0013;Recharge Bonbonne d'eau;SUZY;NONLA;Divers;0;WIDISTRI;48;25 000,00;1 200 000,00;DAMG;Siège;Recharge bonbonne d'eau pour la semaine du 09/05/2025;CPT6700525;
45786Prod0014;09/05/2025;Prod0014;Jirama eau et éléctricité;SUZY;NONLA;Prestation;0;HOTEL COLBERT;1;1 897 000,00;1 897 000,00;DAMG;Agence Colbert;Eléctricité JIRAMA mois d'Avril 25 de l'agence Colbert;79918;
45787Prod0009;10/05/2025;Prod0009;Hébergement missionnaires;SUZY;NONLA;Hébergement;0;Vahine;1;2 774 400,00;2 774 400,00;DAMG;Siège;Hébergement de Nonla , Cathy et Maria pour leur mission à Tuléar du 12/05/2025 au 14/05/2025.Bungalow avec prix remisé car l'hotel est plein;;
45789EV008;12/05/2025;EV008;Entretien véhicule 15000km;SUZY;NONLA;Entretien véhicule ;0;CT  MOTORS;1;873 199,99;873 199,99;DAMG;Siège;Entretien de la voiture de SG N°24092 WWT pour les 15 000 km;FV+SIE0325-002853;
45790EV006;13/05/2025;EV006;Petit entretien de voiture ;SUZY;NONLA;Entretien véhicule ;0;MADAUTO;1;9 458 880,00;9 458 880,00;DAMG;Siège;Réparation de voiture de Edgard Sigui suite accident décembre 2024;10AF07118;
45792Prod0001;15/05/2025;Prod0001;prestation ménage;SUZY;NONLA;prestation ménage;0;RAO;1;5 600 000,00;5 600 000,00;DAMG;Siège;Ménage Siège du mois de Mai;250AFG/05/2025;
45792Prod0001;15/05/2025;Prod0001;prestation ménage;SUZY;NONLA;prestation ménage;0;RAO;1;550 000,00;550 000,00;DAMG;Agence Colbert;Ménage Colbert du mois de Mai;249AC/05/2025;
45792Prod0079;15/05/2025;Prod0079;Formation;SUZY;NONLA;Prestation;0;CRIF Madagascar;1;917 400,00;917 400,00;DAMG;Siège;Consultation base de données CRIF Madagascar  pour les demandes de crédit pour la période de Janv à Avril;F2025-037;
45792Prod0004;15/05/2025;Prod0004;Billet d'avion ;SG;SG;Agence de voyage;0;Friends Travel & Aviation;1;44 616 600,00;44 616 600,00;SG;Siège;Billet d'avion classe Business DG ATTA, DGA, SG pour leur mission à Dubai TNR DXB TNR du 25/05/2025 au 30/05/2025;ITI00017000;
45792Prod0004;15/05/2025;Prod0004;Billet d'avion ;DG Ina;DG Ina;Agence de voyage;0;Friends Travel & Aviation;1;14 872 200,00;14 872 200,00;DG;Siège;Billet d'avion classe BusinessDG Ina pour leur mission à Dubai TNR DXB TNR du 25/05/2025 au 30/05/2025;ITI00017001;
45793Prod0011;16/05/2025;Prod0011;Prestation de mise en œuvre;SUZY;NONLA;Prestation;0;GIFT SHOP;1;180 000,00;180 000,00;DAMG;Siège;Trophée;16052025-265;
45793prod0120;16/05/2025;prod0120;animation ;SUZY;NONLA;prestation;0;Studio Bleu;1;150 000,00;150 000,00;DAMG;Siège;Location de sono pour l'anniversaire mois d'AVRIL;16052025-267;
45793Prod0009;16/05/2025;Prod0009;Hébergement missionnaires;SUZY;NONLA;Hébergement;0;APG Madagascar;1;7 680 000,00;7 680 000,00;DAMG;Siège;Hebergement Dubai;15052025-264;
45793CONS0010;16/05/2025;CONS0010;Carburant;SUZY;NONLA;Consommable;0;TOTAL Energies;1;2 491 782,40;2 491 782,40;DAMG;Siège;Complement de paiement car l'avoir es considéré dans la facture n°PM25/107839;pm25/106344;
45793Prod0004;16/05/2025;Prod0004;Billet d'avion ;SUZY;NONLA;Agence de voyage;0;SILVER WINGS;1;21 754 000,00;21 754 000,00;DAMG;Siège;Billet d'avion Business class de Sonia Fossou Directrice formation Holding pour sa mission à AFG Bank Mada du 15/06/25 au 22/06/2025;FA-2025-00000132;
45796EV002;19/05/2025;EV002;Entretien véhicule 10000km;SUZY;NONLA;Entretien véhicule ;0;AUTO DIFFUSION ;1;1 485 168,00;1 485 168,00;DAMG;Siège;Entretien 10 000 km de la voiture de DG Ina ;AD/SAV/2025/0391;
45796IMO0003;19/05/2025;IMO0003;voiture;SUZY;NONLA;Immobilier;0;AFG ASSUR Madagascar;1;989 013,00;989 013,00;DAMG;Agence Colbert;Assurance de la voiture de l'agence colbert;301405-4-052025;
45796Prod0031;19/05/2025;Prod0031;Visa;SUZY;NONLA;Prestation;0;ROGERS AVIATION (Bleu Sky);1;1 336 650,00;1 336 650,00;DAMG;Siège;Visa Dubai;F03000190;
45796Prod0009;19/05/2025;Prod0009;Hébergement missionnaires;SUZY;NONLA;Hébergement;0;APG Madagascar;1;7 680 000,00;7 680 000,00;DAMG;Siège;Hébergement Dubai SG,DGA,DG Ina et DG Gervais;F01001744;
45797Prod0014;20/05/2025;Prod0014;Jirama eau et éléctricité;SUZY;NONLA;Prestation;0;JIRAMA;1;1 052 996,35;1 052 996,35;DAMG;Agence Andranomena;Jirama éléctricité Andranomena mois d'Avril;2,56E+14;
45797Prod0014;20/05/2025;Prod0014;Jirama eau et éléctricité;SUZY;NONLA;Prestation;0;JIRAMA;1;12 587 597,50;12 587 597,50;DAMG;Siège;Jirama éléctricité mois d'Avril 2025;2,32E+14;
45797Prod0001;20/05/2025;Prod0001;prestation ménage;MARIA;NONLA;prestation ménage;0;PRONET ;1;1 300 000,00;1 300 000,00;DAMG;Siège;Menage agence Tamatave pour le mois de Mai 2025;272/25-AS;
45798Prod0007;21/05/2025;Prod0007;Mise à disposition intérimaires ;SUZY;NONLA;Prestation interimaires;0;EQUITY TRADE (IABI job service);1;25 385 967,00;25 385 967,00;DAMG;Siège;Prestation mois de Mai;F2025.0038;
45798Prod0040;21/05/2025;Prod0040;Sécurisation et gardienage;SUZY;NONLA;Prestation;0;SSSM;1;42 339 204,00;42 339 204,00;DAMG;Siège;Prestation mois d'Avril;58585/V - 58584/A;
45799Prod0027;22/05/2025;Prod0027;Lien fibre optique pour le service SMS;NALI AIME;NONLA;Prestation Telma;0;TELMA;1;12 588 137,00;12 588 137,00;DSI;Siège;Abonnement SMS connect Telma mois de Fev 2025;F2503785036;
45799prod0101;22/05/2025;prod0101;Loyer GAB BUT ;SUZY;DAMG;Prestation;0;SIRR;1;750 000,00;750 000,00;DAMG;Siège;Loyer du Loca Gab But La city mois de Mars 2025;FA2500825;
45800Pmat0001;23/05/2025;Pmat0001;Cachet banque;SUZY;NONLA;Petits matériels;0;BLEU PINK CREATION;1;246 000,00;246 000,00;DAMG;Siège;Cachet;FA 158/25;
45800Pmat0008;23/05/2025;Pmat0008;Machine calculatrice;SUZY;NONLA;Petits matériels;0;SODIM;2;191 805,00;383 610,00;DAMG;Siège;Achat fourniture de bureau mois de Mai 2025;F834429;
45800FNR0046;23/05/2025;FNR0046;Papier photocopie A4;SUZY;NONLA;Fournitures de bureau;0;SODIM;65;21 888,00;1 422 720,00;DAMG;Siège;Achat fourniture de bureau mois de Mai 2025;F834429;
45800FNR0031;23/05/2025;FNR0031;Agrafes 24/6;SUZY;NONLA;Fournitures de bureau;0;SODIM;100;1 037,40;103 740,00;DAMG;Siège;Achat fourniture de bureau mois de Mai 2025;F834429;
45800FNR0040;23/05/2025;FNR0040;Bloc notes A5 150 pages;SUZY;NONLA;Fournitures de bureau;0;SODIM;30;2 508,00;75 240,00;DAMG;Siège;Achat fourniture de bureau mois de Mai 2025;F834429;
45800FNR0068;23/05/2025;FNR0068;Intercalaire alphabétique;SUZY;NONLA;Fournitures de bureau;0;SODIM;30;2 508,00;75 240,00;DAMG;Siège;Achat fourniture de bureau mois de Mai 2025;F834429;
45800FNR0003;23/05/2025;FNR0003;Stylo bleu;SUZY;NONLA;Fournitures de bureau;0;SODIM;50;376,2;18 810,00;DAMG;Siège;Achat fourniture de bureau mois de Mai 2025;F834429;
45800Pmat0008;23/05/2025;Pmat0008;Machine calculatrice;SUZY;NONLA;Petits matériels;0;SODIM;2;191 805,00;383 610,00;DAMG;Siège;Achat de fourniture de bureau mois de Mai 2025;F834429;
45800FNR0046;23/05/2025;FNR0046;Papier photocopie A4;SUZY;NONLA;Fournitures de bureau;0;SODIM;65;21 888,00;1 422 720,00;DAMG;Siège;Achat de fourniture de bureau mois de Mai 2025;F834429;
45800FNR0031;23/05/2025;FNR0031;Agrafes 24/6;SUZY;NONLA;Fournitures de bureau;0;SODIM;100;1 037,40;103 740,00;DAMG;Siège;Achat de fourniture de bureau mois de Mai 2025;F834429;
45800FNR0040;23/05/2025;FNR0040;Bloc notes A5 150 pages;SUZY;NONLA;Fournitures de bureau;0;SODIM;30;2 508,00;75 240,00;DAMG;Siège;Achat de fourniture de bureau mois de Mai 2025;F834429;
45800FNR0068;23/05/2025;FNR0068;Intercalaire alphabétique;SUZY;NONLA;Fournitures de bureau;0;SODIM;5;8 538,60;42 693,00;DAMG;Siège;Achat de fourniture de bureau mois de Mai 2025;F834429;
45800FNR0003;23/05/2025;FNR0003;Stylo bleu;SUZY;NONLA;Fournitures de bureau;0;SODIM;50;376,2;18 810,00;DAMG;Siège;Achat de fourniture de bureau mois de Mai 2025;F834429;
45800DIV004;23/05/2025;DIV004;Goodies VIP;SUZY;NONLA;divers;0;LEADER PRICE;1;1 650 000,00;1 650 000,00;DAMG;Siège;Achat de rocher T8;72152;
45800DIV004;23/05/2025;DIV004;Goodies VIP;CATHY;CATHY;divers;0;LEADER PRICE;1;1 650 000,00;1 650 000,00;DMC;Siège;Achat de rochet t8;72152;
45800prod0113;23/05/2025;prod0113;Sponsoring;CATHY;CATHY;prestation;0;ONTM;1;7 500 000,00;7 500 000,00;DMC;Siège;Frais de participation en tant que sponsor Bronze de l'ITM 2025;DEM/CAR;
45801DIV0024;24/05/2025;DIV0024;divers articles de toilette;SUZY;NONLA;Divers;0;ABC by bricorama;1;466 337,50;466 337,50;DAMG;Siège;Achat de décoration et accessoires pour la toilette au 7 ème étage;FAA/2025/05/07738;
45803FNR0055;26/05/2025;FNR0055;Post it 75*75;SUZY;NONLA;Fournitures de bureau;0;OFFICE TRADING;50;2 000,00;100 000,00;DAMG;Siège;Achat fourniture de bureau mois de Mai 2025;FAOFT/202500656;
45803FNR0069;26/05/2025;FNR0069;Porte badge ;SUZY;NONLA;Fournitures de bureau;0;OFFICE TRADING;100;1 666,00;166 600,00;DAMG;Siège;Achat fourniture de bureau mois de Mai 2025;FAOFT/202500656;
45803FNR0015;26/05/2025;FNR0015;Pot stylos pour bureau;SUZY;NONLA;Fournitures de bureau;0;OFFICE TRADING;20;5 000,00;100 000,00;DAMG;Siège;Achat fourniture de bureau mois de Mai 2025;FAOFT/202500656;
45803FNR0021;26/05/2025;FNR0021;Ciseau;SUZY;NONLA;Fournitures de bureau;0;OFFICE TRADING;20;3 916,66;78 333,20;DAMG;Siège;Achat fourniture de bureau mois de Mai 2025;FAOFT/202500656;
45803FNR0025;26/05/2025;FNR0025;Sous chemises assortis;SUZY;NONLA;Fournitures de bureau;0;OFFICE TRADING;5;23 875,00;119 375,00;DAMG;Siège;Achat fourniture de bureau mois de Mai 2025;FAOFT/202500656;
45803DIV0042;26/05/2025;DIV0042;batterie voiture;SUZY;NONLA;divers;0;AUTO DIFFUSION ;1;831 000,00;831 000,00;DAMG;Siège;Remplacement de batterie de la voiture Suzuki Miora DCE;AD/VT1/2025/0344;
45803FNR0055;26/05/2025;FNR0055;Post it 75*75;SUZY;NONLA;Fournitures de bureau;0;OFFICE TRADING;50;2 400,00;120 000,00;DAMG;Siège;Achat de fourniture de bureau mois de Mai 2025;FAOFT/2025/00656;
45803FNR0069;26/05/2025;FNR0069;Porte badge ;SUZY;NONLA;Fournitures de bureau;0;OFFICE TRADING;100;2 000,00;200 000,00;DAMG;Siège;Achat de fourniture de bureau mois de Mai 2025;FAOFT/2025/00656;
45803FNR0015;26/05/2025;FNR0015;Pot stylos pour bureau;SUZY;NONLA;Fournitures de bureau;0;OFFICE TRADING;20;6 000,00;120 000,00;DAMG;Siège;Achat de fourniture de bureau mois de Mai 2025;FAOFT/2025/00656;
45803FNR0025;26/05/2025;FNR0025;Sous chemises assortis;SUZY;NONLA;Fournitures de bureau;0;OFFICE TRADING;1250;114,6;143 250,00;DAMG;Siège;Achat de fourniture de bureau mois de Mai 2025;FAOFT/2025/00656;
45803FNR0021;26/05/2025;FNR0021;Ciseau;SUZY;NONLA;Fournitures de bureau;0;OFFICE TRADING;20;4 700,00;94 000,00;DAMG;Siège;Achat de fourniture de bureau mois de Mai 2025;FAOFT/2025/00656;
45804EV010;27/05/2025;EV010;Entretien véhicule  20000km;SUZY;NONLA;Entretien véhicule ;0;BAMADA;1;1 597 721,00;1 597 721,00;DAMG;Siège;Entretien 20 000 km de la voiture de DO Daniel;2025/599;
45804Prod0001;27/05/2025;Prod0001;prestation ménage;SUZY;NONLA;prestation ménage;0;RAO;1;250 000,00;250 000,00;DAMG;Siège;Nettoyage des Gab hors sites pour Antananarivo ;G002/05/2025;
45804Prod0038;27/05/2025;Prod0038;Envoi courrier et colis ;SERGE;SERGE;Prestation;0;DHL Express;1;219 427,00;219 427,00;DTRESO;Siège;Courrier treso;TNRR000158966;
45804IMP0016;27/05/2025;IMP0016;Cordon de badge ;SUZY;NONLA;Travaux d'impressions et publicité;0;AUDACIOUS;50;5 000,00;250 000,00;DAMG;Siège;Achat de cordon de badge;;
45807DIV0007;30/05/2025;DIV0007;Essui-tout GM;SUZY;NONLA;Divers;0;KIBO;20;23 500,00;469 999,92;DAMG;Siège;Achat essuie-tout pour le mois de Juin 25;KIB012505FACLI20005;
45807DIV0019;30/05/2025;DIV0019;éponge;SUZY;NONLA;Divers;0;KIBO;5;6 700,00;33 499,98;DAMG;Siège;Achat éponge pour le mois de Juin 25;KIB012505FACLI20005;
45807DIV0021;30/05/2025;DIV0021;Sac poubelle;SUZY;NONLA;Divers;0;KIBO;20;5 500,00;109 999,92;DAMG;Siège;Achat sac poubelle pour le mois de Juin 2025;KIB012505FACLI20005;
45807DIV0008;30/05/2025;DIV0008;Papier Toilette;SUZY;NONLA;Divers;0;KIBO;240;1 575,00;378 000,00;DAMG;Siège;Achat papier toilette pour le mois de Juin 2025;KIB012505FACLI20005;
45807Prod0009;30/05/2025;Prod0009;Hébergement missionnaires;SUZY;NONLA;Hébergement;0;JAVA HOTEL (TAMATAVE);1;870 000,00;870 000,00;DAMG;Siège;Hébergement de Ny Antsa RCP lors de sa mission à Tamatave du 25/05/2025 au 30/05/2025;149/05/25;
45807IMP0002;30/05/2025;IMP0002;Carte de visite;SUZY;NONLA;Travaux d'impressions et publicité;0;Imprimerie Décodif;1800;586,67;1 056 000,60;DAMG;Siège;Confection des cartes de visites 200 ex par personnes (Anicet, Volamanitra, Kezia, Lanja, Anja,Toavinkaja,Elodie, Tafita,Charmica);FAC/2025/0214;
45808Prod0074;31/05/2025;Prod0074;Service SWIFT;SERGE;DGA;Prestation;0;SWIFT SC;1;55 000 000,00;55 000 000,00;DTRESO;Siège;Abonnement annuel service Swift période de 01/01/2025 au 31/12/2025 - 11,000 Euro;151 065 99;
45808Prod0021;31/05/2025;Prod0021;Location véhicule;SUZY;NONLA;Transport;0;MBAC;1;7 750 000,00;7 750 000,00;DAMG;Siège;Location de la voiture KIA Sorento du 01/05/2025 au 31/05/2025;20250515-36 AFG;
45808Prod0038;31/05/2025;Prod0038;Envoi courrier et colis ;SUZY;NONLA;Prestation;0;Madagascar Express;1;197 400,00;197 400,00;DAMG;Siège;Expédition de courrier et de colis depuis le siège vers le siège au mois de Mai 2025;NAT25/00360;
45808Prod0038;31/05/2025;Prod0038;Envoi courrier et colis ;SUZY;NONLA;Prestation;0;Madagascar Express;1;100 000,00;100 000,00;DAMG;Siège;Expédition de courrier et de colis depuis l'agence Tamatave vers le siège au mois de Mai 2025;NAT25/00359;
45808CONS0010;31/05/2025;CONS0010;Carburant;SUZY;NONLA;Consommable;0;TOTAL Energies;1;19 586 030,00;19 586 030,00;DAMG;Siège;Consommation de carburant Juin25 cartes post-payées ;FA25/105609;
45808CONS0010;31/05/2025;CONS0010;Carburant;SUZY;NONLA;Consommable;0;TOTAL Energies;1;10 946 609,28;10 946 609,28;DAMG;Siège;Consommation carburant carte pré-payées mois de Juin2025;FA25/108461;
45809Prod0017;01/06/2025;Prod0017;Loyer immeuble Gateway ;SUZY;NONLA;Prestation;0;TCM (FILATEX);1;92 005 528,01;92 005 528,01;DAMG;Siège;Loyer immeuble GATEWAY siège mois de Juin 2025;FL250336;
45809Prod0014;01/06/2025;Prod0014;Jirama eau et éléctricité;SUZY;NONLA;Prestation;0;JIRAMA;1;11 864 930,70;11 864 930,70;DAMG;Siège;Eléctricité siège AFG Bank mois de Mai 2025;232 250 525 139 733;
45809prod0101;01/06/2025;prod0101;Loyer GAB BUT ;SUZY;NONLA;Prestation;0;SIRR;1;750 000,00;750 000,00;DAMG;GAB BUT;Loyer du local GAB But La City mois de Juin 2025;FA2501033;
45809Prod0053;01/06/2025;Prod0053;Abonnement puce Orange;NALI AIME;NALI AIME;Prestation ;0;ORANGE;1;446 466,94;446 466,94;DSI;Siège;Abonnement puce orange pour le mois de Mai 2025;1755639;
45809Prod0055;01/06/2025;Prod0055; Connexion internet;NALI AIME;NALI AIME;internet;0;GULFSAT Madagascar;1;6 600 000,00;6 600 000,00;DAMG;Siège;Interco BFM-AFG bank Juin25;643582/010625;
45809Prod0014;01/06/2025;Prod0014;Jirama eau et éléctricité;SUZY;NONLA;Prestation;0;SIRR;1;216 063,75;216 063,75;DAMG;Siège;électricité GAB BUT Avril 2025refacturation;FA2501035;
45810Prod0004;02/06/2025;Prod0004;Billet d'avion ;SUZY;NONLA;Agence de voyage;0;SILVER WINGS;1;1 719 720,00;1 719 720,00;DAMG;Siège;Billet d'avion de Ny Antsa RCP pour sa mission à Tamatave;FA-2025-00000142;
45810EV010;02/06/2025;EV010;Entretien véhicule  20000km;SUZY;NONLA;Entretien véhicule ;0;AUTO DIFFUSION ;1;832 257,60;832 257,60;DAMG;Siège;Entretien 20000 km voiture Malala;AD/SAV/2025/0424;
45810IMP0002;02/06/2025;IMP0002;Carte de visite;SUZY;NONLA;Travaux d'impressions et publicité;0;NIAG;1;237 120,00;237 120,00;DAMG;Siège;Achat de carte de visite de DG Atta . Charge de AFG OI ;56255/47763;
45811Prod0014;03/06/2025;Prod0014;Jirama eau et éléctricité;SUZY;NONLA;Prestation;0;JIRAMA;1;638 761,24;638 761,24;DAMG;Siège;Eau jirama du siège AFG Bank pour le mois de Juin 2025;232 250 625 136 477;
45811prod0110;03/06/2025;prod0110;loyer digital corner analamahitsy;SUZY;NONLA;prestation;0;DTM Sarl;1;2 284 590,00;2 284 590,00;DAMG;GAB Analamahitsy;Loyer du GAB Bali Analamahitsy pour le mois de Juin 2025;BT-DTM-FAC/BD/019/2025;
45811Prod0064;03/06/2025;Prod0064;Loyer Colbert;SUZY;NONLA;Prestation ;0;HOTEL COLBERT;1;16 623 360,00;16 623 360,00;DAMG;Agence Colbert;Loyer de l'agence Colbert mois de Juin 2025;80452;
45812DIV0026;04/06/2025;DIV0026;Lave-Main bidon;SUZY;NONLA;Divers;0;SOMAPRO;3;22 400,00;67 200,00;DAMG;Siège;Achat de produit d'entretien mois de Juin 2025;FAC/2025/2568;
45812DIV0002;04/06/2025;DIV0002;Gel main 500ml;SUZY;NONLA;Divers;0;SOMAPRO;12;11 079,67;132 956,04;DAMG;Siège;Achat de produit d'entretien mois de Juin 2025;FAC/2025/2568;
45812DIV0009;04/06/2025;DIV0009;Liquide vaiselle;SUZY;NONLA;Divers;0;SOMAPRO;12;3 215,83;38 590,00;DAMG;Siège;Achat de produit d'entretien mois de Juin 2025;FAC/2025/2568;
45812prod0103;04/06/2025;prod0103;location imprimante agence RDC;SUZY;NONLA;prestation;0;SODIM;1;1 028 278,80;1 028 278,80;DAMG;Siège;Location imprimante à l'agence Prestige RDC mois de Mai 2025;F834838;
45812prod0102;04/06/2025;prod0102;location imprimante 1er etage;SUZY;NONLA;prestation;0;SODIM;1;645 153,60;645 153,60;DAMG;Siège;Location imprimante SODIM AU 1 ère etage mois de mAI 25;F834837;
45812prod0105;04/06/2025;prod0105;location imprimante agence Tamatave;SUZY;NONLA;prestation;0;SODIM;1;819 336,00;819 336,00;DAMG;Agence Tamatave;Location imprimante Sodim à l'agence Tamatave mois de Mai 2025;F834840;
45812prod0129;04/06/2025;prod0129;Location imprimante agence Colbert;SUZY;NONLA;prestation;0;SODIM;1;885 085,20;885 085,20;DAMG;Agence Colbert;Location imprimante Sodim pour l'agence Colbert mois de Mai 2025;F834843;
45812prod0128;04/06/2025;prod0128;Location imprimante 3 ème etage;SUZY;NONLA;prestation;0;SODIM;1;620 972,40;620 972,40;DAMG;Siège;Location imprimante au 3 ème etage mois d'Ae Mai 2025;F834841;
45812prod0130;04/06/2025;prod0130;Location imprimante 6 ème etage ;SUZY;NONLA;prestation;0;SODIM;1;993 284,40;993 284,40;DAMG;Siège;Location imprimante  au 6 ème étage pour le mois de Mai 2025;F834842;
45812Prod0004;04/06/2025;Prod0004;Billet d'avion ;SUZY;NONLA;Agence de voyage;0;SILVER WINGS;1;7 256 200,00;7 256 200,00;DAMG;Siège;Billet d'avion de Arsène DE pour sa mission seminaire Engagement à Abidjan du 08/06/205 au 15/06/2025;FA-2025-00000143;
45813prod0130;05/06/2025;prod0130;Location imprimante 6 ème etage ;SUZY;NONLA;prestation;0;Hôtel Plus;1;382 500,00;382 500,00;DAMG;Siège;Location imprimante mois d'Avril 2025;FAA249936;
45818TM0003;10/06/2025;TM0003;Electricité;SUZY;NONLA;Travaux et maintenance;0;DTM Sarl;1;340 800,00;340 800,00;DAMG;Siège;Eléctricité mois de Juin 2025;BT-DTM/FAC/BD/002/2025;
45819Prod0014;11/06/2025;Prod0014;Jirama eau et éléctricité;SUZY;NONLA;Prestation;0;JIRAMA;1;1 052 996,35;1 052 996,35;DAMG;Agence Andranomena;Eléctricité Andranomena pour le mois de Mai 2025;256 250 525 211 756;
45819Prod0014;11/06/2025;Prod0014;Jirama eau et éléctricité;SUZY;NONLA;Prestation;0;HOTEL COLBERT;1;2 338 000,00;2 338 000,00;DAMG;Agence Colbert;Refacturation JIRAMA Agence Colbert mois de Mai 2025;80610;
45819Prod0004;11/06/2025;Prod0004;Billet d'avion ;JAO;JAO;Agence de voyage;0;SILVER WINGS;1;7 987 000,00;7 987 000,00;DFIN;Siège;Billet d'avion Jao pour sa mission à Abidjan du 15/06/2025 au 21/06/2025;FA-2025-00000146;
45819Prod0004;11/06/2025;Prod0004;Billet d'avion ;DG Ina;DG Ina;Agence de voyage;0;SILVER WINGS;1;4 029 040,00;4 029 040,00;DG;Siège;billet d'avion DG Ina et SG pour leur mission à Fort Dauphin du 03/04/2025 au 06/04/2025;FA-2025-00000083;
45820DIV004;12/06/2025;DIV004;Goodies VIP;CATHY;CATHY;divers;0;Kraft;200;1 400,00;280 000,00;DMC;Siège;Confection partielle de sac kraft pour goodies ITM;1125;
45820Prod0004;12/06/2025;Prod0004;Billet d'avion ;JAO;JAO;Agence de voyage;0;SILVER WINGS;1;833 800,00;833 800,00;DFIN;Siège;Frais de modification billet Jao pour sa mission avancé le 14/06/2025 au lieu de 15/06/2025 seminaire débute le 15/06/2025;FA-2025-00000147;
45821Prod0001;13/06/2025;Prod0001;prestation ménage;SUZY;NONLA;prestation ménage;0;RAO;1;5 600 000,00;5 600 000,00;DAMG;Siège;Nettoyage quotidien du siège pour le mois de Juin 2025;252 AFG/06/2025;
45821Prod0001;13/06/2025;Prod0001;prestation ménage;SUZY;NONLA;prestation ménage;0;RAO;1;550 000,00;550 000,00;DAMG;Agence Colbert;Ménage de l'agence Colbert pour le mois de Juin 2025;251AC/06/2025;
45821Prod0001;13/06/2025;Prod0001;prestation ménage;SUZY;NONLA;prestation ménage;0;RAO;1;250 000,00;250 000,00;DAMG;Siège;Nettoyage des GAB hors Site But, Bali et Total Ankadimbahoaka pour le mois de Juin 2025;G003/06/2025;
45821IMP0044;13/06/2025;IMP0044;FLYERS;CATHY;CATHY;Travaux d'impressions et publicité;0;Miha Design Agency;1;1 000 000,00;1 000 000,00;DMC;Siège;Impression flyers rajout pour l'ITM;272/2025/MDA;
45821DIV0018;13/06/2025;DIV0018;Cafe Nespresso ;SUZY;NONLA;Divers;0;ELECTROPLUS;15;35 000,00;525 000,00;DAMG;Siège;Achat de 15 café Nespresso pour le mois de Juin 2025;4470;
45821prod0130;13/06/2025;prod0130;Location imprimante 6 ème etage ;SUZY;NONLA;prestation;0;Hôtel Plus;1;382 500,00;382 500,00;DAMG;Siège;Location imprimante mois de Mai 2025;FAA250099;
45824prod0094;16/06/2025;prod0094;location fournitures de support marketing;CATHY;CATHY;prestation;0;One design;1;12 600 000,00;12 600 000,00;DMC;Siège;Location de stand personnalisé lors de l'ITM 2025, ;022-OD-25;
45824Prod0007;16/06/2025;Prod0007;Mise à disposition intérimaires ;SUZY;NONLA;Prestation interimaires;0;EQUITY TRADE (IABI job service);1;23 428 853,00;23 428 853,00;DAMG;Siège;Prestation juin 2025;F2025-0046;
45827Prod0009;19/06/2025;Prod0009;Hébergement missionnaires;SUZY;NONLA;Hébergement;0;DBS;1;1 423 800,00;1 423 800,00;DAMG;AFG OI;Frais de la mission de NGONGO Lopepo Gaby (Directeur Général) du 30/06/2025 au 01/07/2025 de 180 000 CFA ;218-20250644;
45828EV001;20/06/2025;EV001;Entretien véhicule 5000km;SUZY;NONLA;Entretien véhicule;0;MADAUTO;1;1 733 910,00;1 733 910,00;DAMG;Siège;Entretien de voiture Edgard 0156 tbu;CCIFAC1;
45828Prod0040;20/06/2025;Prod0040;Sécurisation et gardienage;Maria;NONLA;Prestation;0;SSSM;1;42 645 348,00;42 645 348,00;DAMG;Siège;Prestation SSSM mois de Juin 2025;59140/A;
45828Prod0036;20/06/2025;Prod0036;Location décoration;CATHY;CATHY;Prestation;0;ZotoMahai;1;3 200 000,00;3 200 000,00;DMC;Siège;Préstation de décoration pour la fête de l'independance (Ankorondrano Siège, Antaninarenina et Tamatave);062025aprest20;
45828Prod0023;20/06/2025;Prod0023;Cocktail et restauration diverses;TSIRY;TSIRY;Restaurants;0;Ny Sakafontsika;15;24 000,00;360 000,00;DAMG;Siège;Cocktail du 20/06/2025 après la formation avec la directrice formation de la Holding ;25EM067;
45828EV008;20/06/2025;EV008;Entretien véhicule 15000km;SUZY;NONLA;Entretien véhicule ;0;MADAFOAM SARL;1;1 733 910,00;1 733 910,00;DAMG;SCM;Entretien périodique voiture de Edgard Sigui 0156 TBU;10AF071630;
